ref,word,num,dep,label,dep2,label2
22e.049,nihwonesooku'ooni',2,,,,
22e.049,hi'in,3,,,,
22e.049,"betooot,",4,,,,
22e.049,niitheebe3iihi',5,,,,
22e.049,betooot.,6,,,,
22e.049,Denver,7,,,,
22e.049,March,8,,,,
22e.049,"ni'ii3eihiinoo',",9,,,,
22e.049,you,10,,,,
22e.049,know.,11,,,,
22e.050,yeah.,1,,,,
22e.051,nih'esooku'ooni'.,1,,,,
22e.052,Nihwonotooneeni',1,,,,
22e.052,nuh'uuno,2,,,,
22e.052,hookoubiixuut.,3,,,,
22e.053,Ne'ce'P,1,,,,
22e.053,cesP,2,,,,
22e.053,ce3koohuni'.,3,,,,
22e.054,Nehe',1,,,,
22e.054,"neesiikoohut,",2,,,,
22e.054,nehe',3,,,,
22e.054,nookP,4,,,,
22e.054,neh'eeno,5,,,,
22e.054,nookhoosei,6,,,,
22e.054,niibei.,7,,,,
22e.055,yeah.,1,,,,
22e.056,"heeneti3ei'eet,",1,,,,
22e.056,'oh,2,,,,
22e.056,nihsiikoto'oot,3,,,,
22e.056,nototii,4,,,,
22e.056,tih'ini,5,,,,
22e.056,noo'einoot,6,,,,
22e.058,Hohou,1,,,,
22e.060,hoowuciixootee,1,,,,
22e.060,nuh'uuno,2,,,,
22e.060,niineniiniicie.,3,,,,
22e.061,uhm-hmm.,1,,,,
22e.062,nihyoo3onP,1,,,,
22e.063,NihP,1,,,,
22e.063,ne'P,2,,,,
22e.064,Nee'eeP,1,,,,
22e.064,nee'eetoxei'i,2,,,,
22e.064,hee3ebno'koohuno'.,3,,,,
22e.065,"cii3ihcehini',",1,,,,
22e.066,niitP,1,,,,
22e.066,niiniine'eenino'.,2,,,,
22e.066,totoonee,3,,,,
22e.066,niihencebkoohu3i',4,,,,
22e.066,"cebP,",5,,,,
22e.067,Beebisinoo'oo3i'.,1,,,,
22e.068,Nei'iitoowuno'.,1,,,,
22e.069,Wohei,1,,,,
22e.069,nehe',2,,,,
22e.069,hee'ino',3,,,,
22e.069,nuhu',4,,,,
22e.069,neeP,5,,,,
22e.069,"niineniiniicie,",6,,,,
22e.069,"nee'eeteihit,",7,,,,
22e.069,partly.,8,,,,
22e.070,xonouu,1,,,,
22e.070,niibeebii'iiyeit.,2,,,,
22e.071,you,1,,,,
22e.071,know,2,,,,
22e.071,heeneinei'P,3,,,,
22e.071,neeneinihi'koohut,4,,,,
22e.071,hini'iit,5,,,,
22e.071,I-70.,6,,,,
22e.072,yeah.,1,,,,
22e.073,yeah.,1,,,,
22e.074,hei'beebee3too-ni',1,,,,
22e.074,wohei,2,,,,
22e.074,"heetwoncebiihineeno',",3,,,,
22e.074,nih'ii3ou'u.,4,,,,
22e.075,yeah.,1,,,,
22e.076,bisP,1,,,,
22e.076,bisiini.,2,,,,
22e.077,Bishowo3inoo'oo3i'.,1,,,,
22e.078,yeah.,1,,,,
22e.079,nooh'koohuni'.,1,,,,
22e.079,beebeet,2,,,,
22e.079,3ee3iixowko'einoo',3,,,,
22e.079,hini'iit,4,,,,
22e.079,booo.,5,,,,
22e.080,yeah.,1,,,,
22e.081,"nih'iistiini',",1,,,,
22e.081,on,2,,,,
22e.081,top.,3,,,,
22e.082,Niito',1,,,,
22e.082,ne'bii3ihini'.,2,,,,
22e.083,Ne'woncihceecebiihineeni'.,1,,,,
22e.084,yeah.,1,,,,
22e.085,"hoow[oo]noyoo3ei,",1,,,,
22e.085,'oh,2,,,,
22e.085,nuhu',3,,,,
22e.085,hoyeit.,4,,,,
22e.086,Neenoyeit,1,,,,
22e.086,neh'eeno.,2,,,,
22e.087,Hoon-owootP,1,,,,
22e.087,hoonowootoohoo3eini'.,2,,,,
22e.088,Hoonowootooku'ooni'.,1,,,,
22e.090,kooxcee3koni',1,,,,
22e.090,nih'ii3i'.,2,,,,
22e.091,yeah.,1,,,,
22e.092,bei'i'einiicie,1,,,,
22e.092,niitoot,2,,,,
22e.092,ni'ii3i'.,3,,,,
22e.093,tous,1,,,,
22e.093,nesi.,2,,,,
22e.094,hetP,1,,,,
22e.094,hetniihobeinoo.,2,,,,
22e.095,yeah.,1,,,,
22e.096,˜oh,1,,,,
22e.096,hoowuuni,2,,,,
22e.096,hoowP,3,,,,
22e.096,hoowoontootowuu.,4,,,,
22e.097,yeah.,1,,,,
22e.098,nuhu',1,,,,
22e.098,neeceeno'.,2,,,,
22e.099,yeah.,1,,,,
22e.100,hoowuubei'ci3ein,1,,,,
22e.100,ni'ii3i'.,2,,,,
22e.101,neenenP,1,,,,
22e.101,neenentooyei3i'.,2,,,,
22e.102,yeah.,1,,,,
22e.103,Niine'P,1,,,,
22e.103,"niico'onnee'eesinihii3i',",2,,,,
22e.103,˜oh...,3,,,,
22e.104,yeah(?).,1,,,,
22e.105,howoo,1,,,,
22e.105,niiP,2,,,,
22e.106,heentou'u',1,,,,
22e.106,bei'ci3ei'i.,2,,,,
22e.107,nuhu',1,,,,
22e.107,heentou'u'.,2,,,,
22e.108,HeneiP,1,,,,
22e.108,heniiP,2,,,,
22e.108,heneinootee',3,,,,
22e.108,yeah.,4,,,,
22e.109,Hentoot,1,,,,
22e.109,niit,2,,,,
22e.109,neecee,3,,,,
22e.109,down,4,,,,
22e.109,there.,5,,,,
22e.109,Tousihi',6,,,,
22e.109,hini'iit,7,,,,
22e.109,uhm...,8,,,,
22e.111,Well,1,,,,
22e.111,they,2,,,,
22e.111,were,3,,,,
22e.111,XXXhentoo3i',4,,,,
22e.111,bisiini,5,,,,
22e.111,down,6,,,,
22e.111,there.,7,,,,
22e.111,But,8,,,,
22e.111,"uhh,",9,,,,
22e.111,the,10,,,,
22e.111,only,11,,,,
22e.111,one,12,,,,
22e.111,I,13,,,,
22e.111,seen,14,,,,
22e.111,of,15,,,,
22e.111,late,16,,,,
22e.111,"Willow,",17,,,,
22e.111,Norman.,18,,,,
22e.113,Norman?,1,,,,
22e.114,yeah.,1,,,,
22e.115,"he'ne'biseentootiini',",1,,,,
22e.115,ni'ii3i'.,2,,,,
22e.116,"yeah,",1,,,,
22e.116,bisentoo3i'.,2,,,,
22e.117,yeah.,1,,,,
22e.118,kooko'oP,1,,,,
22e.118,kooP,2,,,,
22e.118,"kooko'oeyei3i',",3,,,,
22e.118,ce3koohu3i'.,4,,,,
22e.119,yeah.,1,,,,
22e.120,noh,1,,,,
22e.120,nuhu',2,,,,
22e.120,"bi'heetini,",3,,,,
22e.120,'oh,4,,,,
22e.120,hoowP,5,,,,
22e.120,hoowno'useeno'.,6,,,,
22e.121,Beebeet,1,,,,
22e.121,no'useet,2,,,,
22e.121,uh,3,,,,
22e.121,that,4,,,,
22e.121,uhh,5,,,,
22e.121,"Norman,",6,,,,
22e.121,only,7,,,,
22e.121,one,8,,,,
22e.121,that,9,,,,
22e.121,showed,10,,,,
22e.121,up.,11,,,,
22e.123,uhm.,1,,,,
22e.124,yeah.,1,,,,
22e.126,kooheesneebe?,1,,,,
22e.127,kooheesneebe?,1,,,,
22e.128,woow,1,,,,
22e.128,nih'iisbii3ihinoo.,2,,,,
22e.129,Say,1,,,,
22e.129,neihoowuuni'iici3[in]ee.,2,,,,
22e.130,neihoowuuni'iici3P,1,,,,
22e.131,Said,1,,,,
22e.131,he,2,,,,
22e.131,don't,3,,,,
22e.131,have,4,,,,
22e.131,good,5,,,,
22e.131,teeth,6,,,,
22e.131,to,7,,,,
22e.131,chomp,8,,,,
22e.131,on,9,,,,
22e.131,them.,10,,,,
22e.132,Neihoowuuni'iici3P.,1,,,,
22e.134,het-no'useet,1,,,,
22e.134,MaP,2,,,,
22e.134,Mary,3,,,,
22e.134,"Ann,",4,,,,
22e.134,'oh,5,,,,
22e.134,cih'eti3eit,6,,,,
22e.134,huu3e'.,7,,,,
22e.135,Nooxeihi',1,,,,
22e.135,konouutosei'.,2,,,,
22e.136,ahh...,1,,,,
22e.137,Heetwonbei'i'ei3i',1,,,,
22e.137,nuhu',2,,,,
22e.137,Hendricks,3,,,,
22e.137,"family,",4,,,,
22e.137,today.,5,,,,
22e.138,ahh....,1,,,,
22e.139,wohoe'ciiP,1,,,,
22e.139,memorial,2,,,,
22e.139,"huu3e',",3,,,,
22e.139,heenei'isiihi'.,4,,,,
22e.140,yeah.,1,,,,
22e.142,henee'eehek,1,,,,
22e.142,heineyei3eiheiit?,2,,,,
22e.143,uhm.,1,,,,
22e.144,neyei3eiP,1,,,,
22e.144,neneenit,2,,,,
22e.144,Andy.,3,,,,
22e.145,neyei3eihii,1,,,,
22e.146,uhm,1,,,,
22e.147,heentoono',1,,,,
22e.147,noowuuhu'.,2,,,,
22e.148,in,1,,,,
22e.148,Colorado.,2,,,,
22e.149,"niisi3ei'inoo,",1,,,,
22e.150,"uhh,",1,,,,
22e.150,nohkP,2,,,,
22e.150,Andy.,3,,,,
22e.151,you,1,,,,
22e.151,understand?,2,,,,
22e.152,I,1,,,,
22e.152,did.,2,,,,
22e.153,hiitousinihiitoon,1,,,,
22e.153,do,2,,,,
22e.153,you,3,,,,
22e.153,understand?,4,,,,
22e.154,what?,1,,,,
22e.155,kooP,1,,,,
22e.155,"kooheiniiton,",2,,,,
22e.155,did,3,,,,
22e.155,you,4,,,,
22e.155,hear,5,,,,
22e.155,me?,6,,,,
22e.156,kooheiniiton?,1,,,,
22e.157,neniitone3en,1,,,,
22e.157,neneeninoo.,2,,,,
22e.158,neihoowoe'in,1,,,,
22e.158,nehe'.,2,,,,
22e.159,neniitone3en,1,,,,
22e.159,neneeninoo.,2,,,,
22e.160,kooheniiton?,1,,,,
22e.161,kooheniiton?,1,,,,
22e.162,kooheihniiton?,1,,,,
22e.163,kooheihniiton?,1,,,,
22e.164,yeah.,1,,,,
22e.165,you,1,,,,
22e.165,know.,2,,,,
22e.166,you,1,,,,
22e.166,know,2,,,,
22e.166,when,3,,,,
22e.166,somebody,4,,,,
22e.166,else,5,,,,
22e.166,says,6,,,,
22e.166,"it,",7,,,,
22e.166,you,8,,,,
22e.166,know.,9,,,,
22e.167,I,1,,,,
22e.167,"can't,",2,,,,
22e.167,can't,3,,,,
22e.167,underP,4,,,,
22e.168,like,1,,,,
22e.168,this,2,,,,
22e.168,one,3,,,,
22e.168,guy,4,,,,
22e.168,was,5,,,,
22e.168,talking,6,,,,
22e.168,to,7,,,,
22e.168,me,8,,,,
22e.169,nooxeihi',1,,,,
22e.169,blabluhuuni',2,,,,
22e.169,woow.,3,,,,
22e.170,niicesisblabluhuuni'.,1,,,,
22e.171,Andy,1,,,,
22e.171,taught,2,,,,
22e.171,you?,3,,,,
22e.172,Andy,1,,,,
22e.172,Cowell,2,,,,
22e.172,nooxeihi',3,,,,
22e.172,hee'inonot.,4,,,,
22e.173,'oo,1,,,,
22e.174,"yeah,",1,,,,
22e.174,I,2,,,,
22e.174,know,3,,,,
22e.174,Andy.,4,,,,
22e.175,yeah.,1,,,,
22e.176,yeah.,1,,,,
22e.177,hiitousinihiitoon,1,,,,
22e.177,smart?,2,,,,
22e.178,smart?,1,,,,
22e.179,smart.,1,,,,
22e.180,"intelligent,",1,,,,
22e.180,quick.,2,,,,
22e.181,neihoowniitonoo.,1,,,,
22e.182,smart.,1,,,,
22e.183,"oh,",1,,,,
22e.183,smart?,2,,,,
22e.184,uhm-hmm.,1,,,,
22e.185,yeah.,1,,,,
22e.186,hiitousinihiitoon,1,,,,
22e.186,smart?,2,,,,
22e.187,ahh...,1,,,,
22e.188,like,1,,,,
22e.188,"hee'eihit,",2,,,,
22e.188,something,3,,,,
22e.188,like,4,,,,
22e.188,"that,",5,,,,
22e.188,'innit?,6,,,,
22e.189,"yeah,",1,,,,
22e.189,hee'inowoo,2,,,,
22e.189,or...,3,,,,
22e.190,yeah.,1,,,,
22e.190,hee'eihit,2,,,,
22e.190,is,3,,,,
22e.190,a,4,,,,
22e.190,smart,5,,,,
22e.190,person.,6,,,,
22e.191,hee'eihit,1,,,,
22e.191,yeah.,2,,,,
22e.192,hee'eihiP,1,,,,
22e.193,hee'eihit.,1,,,,
22e.194,hee'eihit.,1,,,,
22e.195,is,1,,,,
22e.195,a,2,,,,
22e.195,intelligent,3,,,,
22e.195,person.,4,,,,
22e.196,hee'eihit.,1,,,,
22e.197,"neyei3eihii,",1,,,,
22e.197,my,2,,,,
22e.197,teacher....,3,,,,
22e.198,yeah.,1,,,,
22e.199,hee'eihit.,1,,,,
22e.200,yeah.,1,,,,
22e.201,Andy,1,,,,
22e.201,"hee'eihit,",2,,,,
22e.201,Andy,3,,,,
22e.201,Cowell,4,,,,
22e.201,hee'eihit.,5,,,,
22e.202,hee'eihit.,1,,,,
22e.203,"yeah,",1,,,,
22e.203,hee'eihit,2,,,,
22e.203,"neneenit,",3,,,,
22e.203,yeah.,4,,,,
22e.204,hee'eihit.,1,,,,
22e.205,neneeninoo,1,,,,
22e.205,noh,2,,,,
22e.205,"neiteh'ei,",3,,,,
22e.206,niiniiteheibeet,1,,,,
22e.206,"Hartwell,",2,,,,
22e.206,Hartwell,3,,,,
22e.206,Francis.,4,
