ref,word,num,dep,label,dep2,label2
22b.224,neihoowoe'in.,1,,,,
22b.225,neihoowoe'in,1,,,,
22b.225,howoo.,2,,,,
22b.226,Nobody,1,,,,
22b.226,kohtowunihii,2,,,,
22b.226,nuh'uuno.,3,,,,
22b.226,Hoseihoowu',4,,,,
22b.226,wo'ei3...,5,,,,
22b.227,yeah.,1,,,,
22b.228,niibeebi'kookohtobei'i3i'.,1,,,,
22b.229,yeah.,1,,,,
22b.230,"Toonheesou'u,",1,,,,
22b.230,nooxeihi',2,,,,
22b.230,nii'itoo3i',3,,,,
22b.230,neeneisi3ecoonoo,4,,,,
22b.230,you,5,,,,
22b.230,"know,",6,,,,
22b.231,nooxeihi',1,,,,
22b.231,woow,2,,,,
22b.231,heetceecei'soo'.,3,,,,
22b.232,Heenei3e'inowoo,1,,,,
22b.232,hihP,2,,,,
22b.232,hih'oowunee'eesoo',3,,,,
22b.232,teecxo'.,4,,,,
22b.233,Hini',1,,,,
22b.233,"nih'oo3ou'u,",2,,,,
22b.233,hi'in,3,,,,
22b.233,ni'iitou'u,4,,,,
22b.233,progress,5,,,,
22b.233,ni'iitou'u.,6,,,,
22b.233,Nooxeihi',7,,,,
22b.233,nenee'.,8,,,,
22b.234,'oh,1,,,,
22b.234,neihoowoe'in.,2,,,,
22b.235,Nih'iineenee'eesoo',1,,,,
22b.235,teecxo'.,2,,,,
22b.236,wohei,1,,,,
22b.236,neneenit,2,,,,
22b.236,"niiheneihit,",3,,,,
22b.236,nih'iiP...,4,,,,
22b.236,nei'inou'u,5,,,,
22b.236,nio'neebetiitooni',6,,,,
22b.236,teecxo'.,7,,,,
22b.237,yeah.,1,,,,
22b.238,ceeP,1,,,,
22b.238,"ceeceeceitoonetiitooni',",2,,,,
22b.238,neeneteiniitooni',3,,,,
22b.238,woow.,4,,,,
22b.239,yeah.,1,,,,
22b.240,yeah.,1,,,,
22b.240,hoonoxobei3i'.,2,,,,
22b.240,"Yeah,",3,,,,
22b.240,heetP,4,,,,
22b.240,kooheesnee?,5,,,,
22b.240,Ceen[oku],6,,,,
22b.240,heetbii3ihin.,7,,,,
22b.241,yeah.,1,,,,
22b.241,Co'onP,2,,,,
22b.241,co'P,3,,,,
22b.242,ne'P,1,,,,
22b.242,ne'nii'P,2,,,,
22b.242,yeah,3,,,,
22b.242,ne'nii'ko'einiini,4,,,,
22b.242,ko'[ein]oku[3i'].,5,,,,
22b.242,wonoo3ei'i,6,,,,
22b.242,nih'iihoo3itooneti3i'.,7,,,,
22b.243,"yeah,",1,,,,
22b.243,hoonoo3itoono.,2,,,,
22b.243,nih'iicoocoo'obeti3i'.,3,,,,
22b.245,yeah,1,,,,
22b.245,heeneicoo3i',2,,,,
22b.245,yeah.,3,,,,
22b.246,hoonoxoeheti3i'.,1,,,,
22b.247,hoonoxoeheti3i'.,1,,,,
22b.248,wootii,1,,,,
22b.248,honobee',2,,,,
22b.248,wootii.,3,,,,
22b.248,Honobee',4,,,,
22b.248,"yeah,",5,,,,
22b.248,happiness,6,,,,
22b.248,nih'eentou',7,,,,
22b.248,you,8,,,,
22b.248,know.,9,,,,
22b.249,honobee',1,,,,
22b.249,teecxo'.,2,,,,
22b.250,Hiiwoonhehe',1,,,,
22b.250,hoowuuni.,2,,,,
22b.250,Hiihoowuuni.,3,,,,
22b.250,Hoowoohceeceitoonetiitoon,4,,,,
22b.250,XXX.,5,,,,
22b.251,hoowoohceitoonetiitoon.,1,,,,
22b.252,Wo'ei3,1,,,,
22b.252,nenitee,2,,,,
22b.252,hoowu'un,3,,,,
22b.252,kohtowunihii3eih.,4,,,,
22b.253,yeah.,1,,,,
22b.253,yeah.,2,,,,
22b.254,xonouu,1,,,,
22b.254,niibeetwon3eiinein.,2,,,,
22b.255,yeah.,1,,,,
22b.256,Heeneisiini.,1,,,,
22b.257,Heesnoneenoo'ootiini',1,,,,
22b.257,xonouu.,2,,,,
22b.258,Wootii,1,,,,
22b.258,nehe',2,,,,
22b.258,tempers,3,,,,
22b.258,"ni'ii3i',",4,,,,
22b.258,wootii,5,,,,
22b.258,get,6,,,,
22b.258,short,7,,,,
22b.258,"woow,",8,,,,
22b.258,wootii,9,,,,
22b.258,no,10,,,,
22b.258,patience.,11,,,,
22b.259,"Yeah,",1,,,,
22b.259,wootii,2,,,,
22b.259,you're,3,,,,
22b.259,going,4,,,,
22b.259,to,5,,,,
22b.259,have,6,,,,
22b.259,to,7,,,,
22b.259,[smacks,8,,,,
22b.259,fist],9,,,,
22b.259,.,10,,,,
22b.260,HeetP,1,,,,
22b.260,xonouu,2,,,,
22b.260,hiiwoonhehe',3,,,,
22b.260,yeah.,4,,,,
22b.261,'oh,1,,,,
22b.261,teecxo',2,,,,
22b.261,nuhu',3,,,,
22b.261,nei'oohootoo,4,,,,
22b.261,heetniistoon.,5,,,,
22b.262,Kooni'oo?,1,,,,
22b.263,You,1,,,,
22b.263,know.,2,,,,
22b.264,Koonehe',1,,,,
22b.264,"nontoot,",2,,,,
22b.264,nee'eestoonoohok.,3,,,,
22b.265,Niito',1,,,,
22b.265,nihP,2,,,,
22b.265,niito',3,,,,
22b.265,nih'iikokoh'u3ecootiini',4,,,,
22b.265,teecxo'.,5,,,,
22b.266,yeah.,1,,,,
22b.267,toototoubP,1,,,,
22b.267,hiit,2,,,,
22b.267,heihoowooh'uni.,3,,,,
22b.267,Xonouu,4,,,,
22b.267,niiP.,5,,,,
22b.268,Noonsoo',1,,,,
22b.268,hini'.,2,,,,
22b.269,HeneiP,1,,,,
22b.269,heneiP,2,,,,
22b.269,heeneih'eyoo3etiitooni'.,3,,,,
22b.270,niice3i3o'onoo3i'.,1,,,,
22b.271,ne'nii'ce3i3ohoekoohuutooni',1,,,,
22b.271,'innit?.,2,,,,
22b.273,niice3i3ohoekoohuutooni'.,1,,,,
22b.273,Hii3oobeit,2,,,,
22b.273,yeah.,3,,,,
22b.274,teecxo',1,,,,
22b.274,you,2,,,,
22b.274,know,3,,,,
22b.274,nih'iiceh'e3tonoo3i',4,,,,
22b.274,nuhu',5,,,,
22b.274,beneexookeet.,6,,,,
22b.275,Hiseino',1,,,,
22b.275,noh,2,,,,
22b.275,hinenno'.,3,,,,
22b.276,'oh,1,,,,
22b.276,hiiwoonhehe',2,,,,
22b.276,hoowuuni.,3,,,,
22b.276,"HoowoohP,",4,,,,
22b.276,"siihoowP,",5,,,,
22b.276,"hiihoowbeetP,",6,,,,
22b.276,hiihoowbeetceh'e3iheeno'.,7,,,,
22b.277,beise'inowoo,1,,,,
22b.277,nuhu'.,2,,,,
22b.278,Nehe',1,,,,
22b.278,niineyeihei'towuuneit.,2,,,,
22b.279,beise'inowoo,1,,,,
22b.279,ne'ni'ii3i'.,2,,,,
22b.280,Ne'nihnottoneit,1,,,,
22b.280,wo'ei3,2,,,,
22b.280,hiitousihi',3,,,,
22b.280,cih'eenei'towuuni.,4,,,,
22b.281,"Hiitouseene'in,",1,,,,
22b.281,biseene'in.,2,,,,
22b.281,"Ne'nihii3eit,",3,,,,
22b.281,siihoowoe'in.,4,,,,
22b.281,'oh...,5,,,,
22b.282,yeah.,1,,,,
22b.283,hinee,1,,,,
22b.283,nih'oo3ouniihi'.,2,,,,
22b.284,"yeah,",1,,,,
22b.284,nih'oo3ouniihi'.,2,,,,
22b.285,I,1,,,,
22b.285,know,2,,,,
22b.285,"it,",3,,,,
22b.285,I,4,,,,
22b.285,know,5,,,,
22b.285,"it,",6,,,,
22b.285,I,7,,,,
22b.285,know,8,,,,
22b.285,"it,",9,,,,
22b.285,you,10,,,,
22b.285,know.,11,,,,
22b.286,"'oh,",1,,,,
22b.286,howoo,2,,,,
22b.286,ne'nottoneet,3,,,,
22b.286,nehe'.,4,,,,
22b.287,I,1,,,,
22b.287,know,2,,,,
22b.287,"it,",3,,,,
22b.287,ne'nottoneet.,4,,,,
22b.287,Wohei,5,,,,
22b.287,cih'iixoohoo3ihei'ee!,6,,,,
22b.287,siihoowoe'in.,7,,,,
22b.288,yeah.,1,,,,
22b.289,Konoo'heibeexcih'ii,1,,,,
22b.289,neihoowoe'in.,2,,,,
22b.289,Heibeexuucih'ii.,3,,,,
22b.290,'oh,1,,,,
22b.290,hoowuuni.,2,,,,
22b.291,Bisee'ino'.,1,,,,
22b.292,wo'ei3,1,,,,
22b.292,"heeneistoo3i',",2,,,,
22b.292,niinotonohei3i',3,,,,
22b.292,wo'ei3...,4,,,,
22b.293,'oh,1,,,,
22b.293,hoowP,2,,,,
22b.293,hoowteeteko'owuu,3,,,,
22b.293,howoo.,4,,,,
22b.294,hoowteeteko'owuu.,1,,,,
22b.295,yeah,1,,,,
22b.295,hoowteeteko'owuu,2,,,,
22b.295,yeah.,3,,,,
22b.296,Yeah,1,,,,
22b.296,xonouu,2,,,,
22b.296,niibeetbisnotP,3,,,,
22b.296,bisnee3i',4,,,,
22b.296,notonoheihiiho',5,,,,
22b.296,you,6,,,,
22b.296,know.,7,,,,
22b.297,niibisbeetniis[tii],1,,,,
22b.297,'oh,2,,,,
22b.297,hoowunii3inowuu...,3,,,,
22b.298,"yeah,",1,,,,
22b.298,hinee,2,,,,
22b.298,woxu'uu.,3,,,,
22b.298,'oh,4,,,,
22b.298,niibeetbisnee3i',5,,,,
22b.298,woxu'uu.,6,,,,
22b.299,Hoo3P,1,,,,
22b.299,hoo3oo'o',2,,,,
22b.299,nii3inou'u.,3,,,,
22b.300,"yeah,",1,,,,
22b.300,beenhehe',2,,,,
22b.300,nii3inou'u,3,,,,
22b.300,"hee,",4,,,,
22b.300,yeah.,5,,,,
22b.301,hoowP,1,,,,
22b.301,hoowP...,2,,,,
22b.301,teecxo',3,,,,
22b.301,nihbeteee3i'.,4,,,,
22b.302,Yeah,1,,,,
22b.302,beteee3i'.,2,,,,
22b.303,Noh,1,,,,
22b.303,nehe',2,,,,
22b.303,Beaver,3,,,,
22b.303,"Dodge,",4,,,,
22b.303,Beaver,5,,,,
22b.303,"Dodge,",6,,,,
22b.303,nihniitowoo3o'.,7,,,,
22b.304,yeah.,1,,,,
22b.305,Beeteet,1,,,,
22b.305,nih'ii3oo3i'.,2,,,,
22b.306,yeah.,1,,,,
22b.307,hoseihoowu',1,,,,
22b.307,hoonoxonesitee',2,,,,
22b.307,nih'ii3i'.,3,,,,
22b.308,yeah.,1,,,,
22b.309,KeetciiP,1,,,,
22b.309,"uhh,",2,,,,
22b.309,nihnottonoo3i'...,3,,,,
22b.310,Heesiitousinihiitoon,1,,,,
22b.310,to,2,,,,
22b.310,cool,3,,,,
22b.310,it,4,,,,
22b.310,off?,5,,,,
22b.311,yeah.,1,,,,
22b.312,KooheetP,1,,,,
22b.312,Keetciini'beextoyooben,2,,,,
22b.312,nih'ii3i'.,3,,,,
22b.313,yeah.,1,,,,
22b.314,wohei,1,,,,
22b.314,ne'nottonoo3i'.,2,,,,
22b.314,Ne'neeP,3,,,,
22b.314,nee'eesniistoot,4,,,,
22b.314,nehe',5,,,,
22b.314,Beaver,6,,,,
22b.314,Dodge.,7,,,,
22b.315,Noh,1,,,,
22b.315,uhh...,2,,,,
22b.316,weather,1,,,,
22b.316,medicine.,2,,,,
22b.316,Yeah,3,,,,
22b.316,heenei[s]-,4,,,,
22b.317,ne'nihbeexoosooninoo'oo',1,,,,
22b.317,nih'ii3i'.,2,,,,
22b.317,Wohei,3,,,,
22b.317,hini',4,,,,
22b.317,"uhh,",5,,,,
22b.318,yeah.,1,,,,
22b.319,nihi'too'oo'.,1,,,,
22b.320,Wo'wu3oono',1,,,,
22b.320,nihcih'ini.,2,,,,
22b.322,yeah.,1,,,,
22b.323,noh,1,,,,
22b.323,toads,2,,,,
22b.323,was,3,,,,
22b.323,coming,4,,,,
22b.323,out,5,,,,
22b.323,of,6,,,,
22b.323,his,7,,,,
22b.323,mouth,8,,,,
22b.323,nih'ii3oot.,9,,,,
22b.324,yeah.,1,,,,
22b.325,Noh,1,,,,
22b.325,Toyoobeno'.,2,,,,
22b.326,yeah.,1,,,,
22b.326,Toyoobeno',2,,,,
22b.326,yeah.,3,,,,
22b.327,Hi3oP,1,,,,
22b.327,hi3oowuuni.,2,,,,
22b.328,Nihnee'eesoo'.,1,,,,
22b.328,Hi3oowuuni.,2,,,,
22b.329,yeah.,1,,,,
22b.330,yeah.,1,,,,
22b.331,noh,1,,,,
22b.331,"huut,",2,,,,
22b.331,he'ihP,3,,,,
22b.331,he'ihben,4,,,,
22b.331,nehe',5,,,,
22b.331,Beaver,6,,,,
22b.331,Dodge,7,,,,
22b.331,huut,8,,,,
22b.331,huut,9,,,,
22b.331,hooxono'o.,10,,,,
22b.332,yeah.,1,,,,
22b.333,noh,1,,,,
22b.333,he'ihnii3ih'ebiibee,2,,,,
22b.333,nehe',3,,,,
22b.333,"uhh,",4,,,,
22b.333,G.,5,,,,
22b.333,Quiver.,6,,,,
22b.334,yeah.,1,,,,
22b.335,nehe',1,,,,
22b.335,Beaver,2,,,,
22b.335,"Dodge,",3,,,,
22b.335,'oh,4,,,,
22b.335,hoowoe'inone',5,,,,
22b.335,tihbeteet.,6,,,,
22b.336,yeah.,1,,,,
22b.337,you,1,,,,
22b.337,"know,",2,,,,
22b.337,tihbeteet,3,,,,
22b.337,nehe',4,,,,
22b.337,Beaver,5,,,,
22b.337,Dodge.,6,,,,
22b.338,G.,1,,,,
22b.338,Quiver,2,,,,
22b.338,he'ihnii3ih'ebiibee,3,,,,
22b.338,hini'.,4,,,,
22b.339,yeah.,1,,,,
22b.340,he'ih'otoonootou'u,1,,,,
22b.340,noh,2,,,,
22b.340,"nooxeihi',",3,,,,
22b.341,hotoobih'e,1,,,,
22b.341,hini',2,,,,
22b.341,hihbeneetiininoo.,3,,,,
22b.342,yeah.,1,,,,
22b.343,Hotoobih'e.,1,,,,
22b.344,yeah.,1,,,,
22b.345,G.,1,,,,
22b.345,Quiver,2,,,,
22b.345,ne'nottonoot,3,,,,
22b.345,Beaver,4,,,,
22b.345,"Dodge,",5,,,,
22b.346,HeP,1,,,,
22b.346,heettousiitookohei'in?,2,,,,
22b.346,Heettousce'benen,3,,,,
22b.346,nih'ii3oot.,4,,,,
22b.348,yeah.,1,,,,
22b.349,'oh,1,,,,
22b.349,"hih'oowoe'in,",2,,,,
22b.349,hih'oowce'esP,3,,,,
22b.350,Noosoubeneno',1,,,,
22b.350,you,2,,,,
22b.350,know.,3,,,,
22b.351,Wo'ei3,1,,,,
22b.351,noonoo3itoohuno',2,,,,
22b.351,wo'ei3,3,,,,
22b.351,neenei'towuune3en,4,,,,
22b.351,nih'ii3i'.,5,,,,
22b.352,'oh,1,,,,
22b.352,huno'(???),2,,,,
22b.352,nee'eenoxuhu!,3,,,,
22b.353,niibeetce'bene',1,,,,
22b.354,yeah.,1,,,,
22b.354,Yeah.,2,,,,
22b.354,Yeah.,3,,,,
22b.355,G.,1,,,,
22b.355,Quiver.,2,,,,
22b.355,Yeah.,3,,,,
22b.356,howoh'oe,1,,,,
22b.356,nih'iit.,2,,,,
22b.357,niisii'ih'ebit,1,,,,
22b.357,hini'.,2,,,,
22b.358,yeah.,1,,,,
22b.359,Yeah.,1,,,,
22b.360,noh,1,,,,
22b.360,ne'hotoobei'i,2,,,,
22b.360,hini',3,,,,
22b.360,hibeneetiininoo.,4,,,,
22b.361,Noh,1,,,,
22b.361,beneetP,2,,,,
22b.361,no'otii3i',3,,,,
22b.361,nuhu'.,4,,,,
22b.362,"yeah,",1,,,,
22b.362,"hoowoohP,",2,,,,
22b.362,hoowooh'uni.,3,,,,
22b.363,wohei,1,,,,
22b.363,heetP,2,,,,
22b.363,heetP,3,,,,
22b.363,keetce'noot,4,,,,
22b.363,nih'ii3oot,5,,,,
22b.363,G.,6,,,,
22b.363,Quiver.,7,,,,
22b.364,Nuhu',1,,,,
22b.364,Beaver,2,,,,
22b.364,Dodge,3,,,,
22b.364,nih'ii3oot,4,,,,
22b.364,nuhu',5,,,,
22b.364,G.,6,,,,
22b.364,"Quiver,",7,,,,
22b.365,"wohei,",1,,,,
22b.365,heetce'nootenoo.,2,,,,
22b.366,hoowoe'inone',1,,,,
22b.366,hoowoe'inone',2,,,,
22b.366,tohbeteet.,3,,,,
22b.367,Yeah.,1,,,,
22b.368,Yeah.,1,,,,
22b.369,Nuhu',1,,,,
22b.369,woxu'uno,2,,,,
22b.369,heeneiteno'.,3,,,,
22b.370,yeah,1,,,,
22b.370,woxu'uno.,2,,,,
22b.371,greenbacks,1,,,,
22b.371,he'ih'ii3ee.,2,,,,
22b.372,wohei,1,,,,
22b.372,"be,",2,,,,
22b.372,cihnootookohei'i.,3,,,,
22b.373,seniice'ixotiit,1,,,,
22b.373,nehe',2,,,,
22b.373,"uhh,",3,,,,
22b.373,G.,4,,,,
22b.373,Quiver.,5,,,,
22b.374,yeah.,1,,,,
22b.374,yeah.,2,,,,
22b.375,he'ihben,1,,,,
22b.375,about,2,,,,
22b.375,two,3,,,,
22b.375,or,4,,,,
22b.375,three,5,,,,
22b.375,times.,6,,,,
22b.376,ne'tokohut.,1,,,,
22b.377,yeah.,1,,,,
22b.378,Hih'oowoe'inone',1,,,,
22b.378,tihbeteet.,2,,,,
22b.379,yeah.,1,,,,
22b.380,hi3ooP,1,,,,
22b.380,hii3oobeit,2,,,,
22b.380,yeah.,3,,,,
22b.381,got,1,,,,
22b.381,scared,2,,,,
22b.381,of,3,,,,
22b.381,him.,4,,,,
22b.382,houuneeP,1,,,,
22b.382,Hoowouuneenoo,2,,,,
22b.382,ni'ii3eihit,3,,,,
22b.382,'innit?,4,,,,
22b.383,yeah.,1,,,,
22b.384,yeah.,1,,,,
22b.385,yeah.,1,,,,
22b.386,"yeah,",1,,,,
22b.386,he,2,,,,
22b.386,got,3,,,,
22b.386,scared,4,,,,
22b.386,of,5,,,,
22b.386,"him,",6,,,,
22b.386,XXX,7,,,,
22b.386,tokohut,8,,,,
22b.386,huu3e'.,9,,,,
22b.387,niitowootowoo,1,,,,
22b.387,hini',2,,,,
22b.387,XXX,3,,,,
22b.387,hoo3itoo.,4,,,,
22b.388,Somebody,1,,,,
22b.388,else,2,,,,
22b.388,told,3,,,,
22b.388,me,4,,,,
22b.388,"that,",5,,,,
22b.388,heeneesoo3iteen,6,,,,
22b.388,yeah.,7,,,,
22b.389,'oh,1,,,,
22b.389,houuneenoo',2,,,,
22b.389,XXX,3,,,,
22b.389,nih'ii3oot,4,,,,
22b.389,you,5,,,,
22b.389,know.,6,,,,
22b.390,yeah.,1,,,,
22b.391,ne'niistiit.,1,,,,
22b.392,"Made,",1,,,,
22b.392,made,2,,,,
22b.392,bei'ci3ei'i,3,,,,
22b.392,hini',4,,,,
22b.392,woxu'uno,5,,,,
22b.393,yeah.,1,,,,
22b.394,"grass,",1,,,,
22b.394,green,2,,,,
22b.394,grass.,3,,,,
22b.395,niiyou,1,,,,
22b.395,bei'ci3ei'i.,2,,,,
22b.395,"Noote,",3,,,,
22b.395,"nootookohei'i,",4,,,,
22b.395,nih'iit.,5,,,,
22b.396,"Yeah,",1,,,,
22b.396,"hetce'iini,",2,,,,
22b.396,wohei,3,,,,
22b.396,hetce'nootookohei.,4,,,,
22b.397,yeah.,1,,,,
22b.398,ne'neihoot.,1,,,,
22b.399,ne'neihoot,1,,,,
22b.399,howoo.,2,,,,
22b.400,Nih'iisce'ino'uxotiit,1,,,,
22b.400,noh,2,,,,
22b.400,"benei'i,",3,,,,
22b.400,bene',4,,,,
22b.400,two,5,,,,
22b.400,or,6,,,,
22b.400,three,7,,,,
22b.400,"times,",8,,,,
22b.400,ne'tokohut.,9,,,,
22b.401,HeetP,1,,,,
22b.401,Heetwonei'towuune',2,,,,
22b.401,"hettou'kuutii,",3,,,,
22b.401,heetwoniicoonoo.,4,,,,
22b.402,yeah.,1,,,,
22b.403,yeah.,1,,,,
22b.404,Yeah,1,,,,
22b.404,"hinee,",2,,,,
22b.404,neenei3P,3,,,,
22b.404,neeni'hoo3itouhu3i',4,,,,
22b.404,howoo.,5,,,,
22b.404,"nihiin,",6,,,,
22b.404,"yeah,",7,,,,
22b.404,I,8,,,,
22b.404,heard,9,,,,
22b.404,that,10,,,,
22b.404,name,11,,,,
22b.404,heeneesinihiin.,12,,,,
22b.405,yeah.,1,,,,
22b.406,yeah.,1,,,,
22b.407,nih'oo3itooneinoo,1,,,,
22b.407,he'iiteihi3i,2,,,,
22b.407,that,3,,,,
22b.407,story.,4,,,,
22b.408,yeah.,1,,,,
22b.409,nih'iibetee3i',1,,,,
22b.409,"nuhu',",2,,,,
22b.409,"teecxo',",3,,,,
22b.409,nuh'uuno,4,,,,
22b.409,3owo3neniteeno',5,,,,
22b.409,nuh'uuno.,6,,,,
22b.409,yeah.,7,,,,
22b.410,"yeah,",1,,,,
22b.410,"teecxo',",2,,,,
22b.410,yeah.,3,,,,
22b.411,woow,1,,,,
22b.411,hini'iit,2,,,,
22b.411,neyooxet,3,,,,
22b.411,"ceikoohu3i,",4,,,,
22b.412,Hees-iitousinihiitoon,1,,,,
22b.412,"heesoo',",2,,,,
22b.412,hoowuuhu',3,,,,
22b.412,or,4,,,,
22b.412,uhh,5,,,,
22b.412,they,6,,,,
22b.412,used,7,,,,
22b.412,to,8,,,,
22b.412,say,9,,,,
22b.412,something.,10,,,,
22b.413,"Uhm,",1,,,,
22b.413,they,2,,,,
22b.413,had,3,,,,
22b.413,a,4,,,,
22b.413,word,5,,,,
22b.413,for,6,,,,
22b.413,"it,",7,,,,
22b.414,like,1,,,,
22b.414,uhh,2,,,,
22b.414,tihceikoohut,3,,,,
22b.414,hini',4,,,,
22b.414,neyooxet.,5,,,,
22b.415,neyooxet.,1,,,,
22b.416,"Yeah,",1,,,,
22b.416,they,2,,,,
22b.416,used,3,,,,
22b.416,to,4,,,,
22b.416,say,5,,,,
22b.416,"something,",6,,,,
22b.417,yeah.,1,,,,
22b.418,"honobii,",1,,,,
22b.418,something,2,,,,
22b.418,like,3,,,,
22b.418,that.,4,,,,
22b.419,yeah.,1,,,,
22b.420,Nih'iiceibihcehit,1,,,,
22b.420,nuhu',2,,,,
22b.420,neyooxet.,3,,,,
22b.421,Over,1,,,,
22b.421,"Rawlins,",2,,,,
22b.421,over,3,,,,
22b.421,on,4,,,,
22b.421,down,5,,,,
22b.421,that,6,,,,
22b.421,"way,",7,,,,
22b.421,ne'nii[t]hii3koohut,8,,,,
22b.421,neyooxet.,9,,,,
22b.422,yeah.,1,,,,
22b.423,nehe',1,,,,
22b.423,"Tommy,",2,,,,
22b.423,Tommy,3,,,,
22b.423,"Brown,",4,,,,
22b.423,tih'iiceitooneet.,5,,,,
22b.424,yeah.,1,,,,
22b.425,Nuhu',1,,,,
22b.425,nuhu',2,,,,
22b.425,all,3,,,,
22b.425,in,4,,,,
22b.425,"Wyoming,",5,,,,
22b.425,nuhu',6,,,,
22b.425,"names,",7,,,,
22b.425,boy,8,,,,
22b.425,he,9,,,,
22b.425,"knew,",10,,,,
22b.425,named,11,,,,
22b.425,all,12,,,,
22b.425,of,13,,,,
22b.425,them.,14,,,,
22b.426,yeah.,1,,,,
22b.427,"Rawlins,",1,,,,
22b.427,Rock,2,,,,
22b.427,Springs.,3,,,,
22b.428,yeah.,1,,,,
22b.429,niisiini.,1,,,,
22b.430,But,1,,,,
22b.431,Did,1,,,,
22b.431,they,2,,,,
22b.431,write,3,,,,
22b.431,it,4,,,,
22b.431,down,5,,,,
22b.431,or,6,,,,
22b.431,record,7,,,,
22b.431,it?,8,,,,
22b.432,Boy,1,,,,
22b.432,you,2,,,,
22b.432,"know,",3,,,,
22b.433,ooohh.,1,,,,
22b.434,It,1,,,,
22b.434,was,2,,,,
22b.434,too,3,,,,
22b.434,late.,4,,,,
22b.435,But,1,,,,
22b.435,some,2,,,,
22b.435,remembered,3,,,,
22b.435,what,4,,,,
22b.435,they,5,,,,
22b.435,said.,6,,,,
22b.436,yeah.,1,,,,
22b.437,Heso'ooboone',1,,,,
22b.437,"'innit,",2,,,,
22b.437,nuhu',3,,,,
22b.437,Rawlins.,4,,,,
22b.438,yeah.,1,,,,
22b.439,yeah.,1,,,,
22b.440,like,1,,,,
22b.440,that,2,,,,
22b.440,something,3,,,,
22b.441,yeah.,1,,,,
22b.441,yeah.,2,,,,
22b.441,yeah.,3,,,,
22b.442,But,1,,,,
22b.442,"hoowuuni,",2,,,,
22b.443,back,1,,,,
22b.443,then,2,,,,
22b.443,we,3,,,,
22b.443,wouldn't,4,,,,
22b.443,like,5,,,,
22b.443,you,6,,,,
22b.443,know.,7,,,,
22b.444,yeah.,1,,,,
22b.445,It,1,,,,
22b.445,always,2,,,,
22b.445,come,3,,,,
22b.445,from,4,,,,
22b.445,nuhu',5,,,,
22b.445,wootii,6,,,,
22b.445,words,7,,,,
22b.445,of,8,,,,
22b.445,mouth,9,,,,
22b.445,nii3i',10,,,,
22b.445,nih'oo3ou'u.,11,,,,
22b.446,Coocowoo3itoohu3i'.,1,,,,
22b.446,It's,2,,,,
22b.446,part,3,,,,
22b.446,of,4,,,,
22b.446,you,5,,,,
22b.446,"know,",6,,,,
22b.447,niisiini,1,,,,
22b.448,yeah.,1,,,,
22b.449,notiitiino',1,,,,
22b.449,nuhu',2,,,,
22b.449,bii3wo,3,,,,
22b.449,you,4,,,,
22b.449,know.,5,,,,
22b.450,"yeah,",1,,,,
22b.450,bii3wo.,2,,,,
22b.451,Anything,1,,,,
22b.451,you,2,,,,
22b.451,know.,3,,,,
22b.452,wootii,1,,,,
22b.452,hini',2,,,,
22b.452,wootii,3,,,,
22b.452,ceneeno',4,,,,
22b.452,niibeteee3i',5,,,,
22b.452,hiiwoonhehe',6,,,,
22b.452,you,7,,,,
22b.452,"know,",8,,,,
22b.452,hotooneeniisiis.,9,,,,
22b.453,hei'nowuni',1,,,,
22b.453,niitbii'iihoono',2,,,,
22b.453,nuhu',3,,,,
22b.453,ceneeno'.,4,,,,
22b.454,mm-hmm.,1,,,,
22b.455,You,1,,,,
22b.455,"know,",2,,,,
22b.455,"us,",3,,,,
22b.455,"hinono'eino',",4,,,,
22b.455,nih-'ei'nou'u,5,,,,
22b.455,teecxo'.,6,,,,
22b.456,NohkuuP,1,,,,
22b.456,huut,2,,,,
22b.456,nohkuusiii'ooni',3,,,,
22b.456,nuhu',4,,,,
22b.456,you,5,,,,
22b.456,know.,6,,,,
22b.457,Heeneisiine'etii3i'.,1,,,,
22b.458,Tou'kuutii,1,,,,
22b.458,Theresa.,2,,,,
22b.459,yeah.,1,,,,
22b.460,Nuhu',1,,,,
22b.460,nehe',2,,,,
22b.460,nih'oo3itee3i',3,,,,
22b.460,hoo3oo'o'.,4,,,,
22b.461,yeah.,1,,,,
22b.461,He'ihP...,2,,,,
22b.461,Hoowohceh'e3ihou'u,3,,,,
22b.462,"yeah,",1,,,,
22b.462,noowohceh'e3ihou'u.,2,,,,
22b.463,"yeah,",1,,,,
22b.463,XXX,2,,,,
22b.463,noowohceh'e3ihou'u.,3,,,,
22b.464,"neisonoo,",1,,,,
22b.464,nehe',2,,,,
22b.464,Jake,3,,,,
22b.464,Whiteplume,4,,,,
22b.464,wo'ei3,5,,,,
22b.464,that,6,,,,
22b.465,yeah.,1,,,,
22b.466,'oh,1,,,,
22b.466,hoowooh'entoono',2,,,,
22b.466,"Frank,",3,,,,
22b.466,"Frank,",4,,,,
22b.466,Frank,5,,,,
22b.466,"C'Hair,",6,,,,
22b.466,and,7,,,,
22b.466,Joe,8,,,,
22b.467,Big,1,,,,
22b.467,Sheep,2,,,,
22b.467,they,3,,,,
22b.467,called,4,,,,
22b.467,that,5,,,,
22b.467,one,6,,,,
22b.467,"guy,",7,,,,
22b.467,Joe,8,,,,
22b.467,White,9,,,,
22b.467,Owl,10,,,,
22b.468,yeah.,1,,,,
22b.469,Joe,1,,,,
