ref,word,num,dep,label,dep2,label2
22a.056,"heeninouhu',",2,,,,
22a.057,Woniiteheibei'ee.,1,,,,
22a.058,Tei'yoonoh'o',1,,,,
22a.058,heetneyeiP,2,,,,
22a.058,neyei3eihoti,3,,,,
22a.058,hinono'eitiit,4,,,,
22a.058,nih'ii3ei'ee3i'.,5,,,,
22a.059,Yeh!,1,,,,
22a.059,kohtobeeneetP,2,,,,
22a.060,Ne'woon3ooxu3ecoonoo,1,,,,
22a.060,nih'iitP,2,,,,
22a.060,nih'ii3ei'towuuneinoo,3,,,,
22a.060,nebesiibehe',4,,,,
22a.060,teecxo'.,5,,,,
22a.061,Tooniihi',1,,,,
22a.061,nih'ii3einoo,2,,,,
22a.061,"heetneyei3eibeehiinin,",3,,,,
22a.061,nih'ii3einoo.,4,,,,
22a.062,Nuhu',1,,,,
22a.062,"heteenetiitoon[in],",2,,,,
22a.062,heetP,3,,,,
22a.062,heetwo3onohu',4,,,,
22a.062,nih'ii3einoo.,5,,,,
22a.063,‘oh,1,,,,
22a.063,hiiwoonhehe',2,,,,
22a.063,nee'eesoo'.,3,,,,
22a.064,"Noohootoo,",1,,,,
22a.064,heetwoowo3onohu'.,2,,,,
22a.065,"Tohuutoxcecnibeeno',",1,,,,
22a.065,niineyeiP,2,,,,
22a.065,neyeitini,3,,,,
22a.065,nuhu',4,,,,
22a.065,nuh'uuno,5,,,,
22a.065,neyei3eihiiho'.,6,,,,
22a.066,"niiwo3onoheihP,",1,,,,
22a.066,niiwo3onoheihiinoo',2,,,,
22a.066,hiiwoonhehe',3,,,,
22a.066,nuhu',4,,,,
22a.066,heteenet[iit]ooninoo.,5,,,,
22a.067,Nihtei'oohowoti.,1,,,,
22a.068,Wootii,1,,,,
22a.068,"nebesiiwoho',",2,,,,
22a.068,"nihnoh[oh]ooni'noohobeit,",3,,,,
22a.068,nooxeihi',4,,,,
22a.068,in,5,,,,
22a.068,the,6,,,,
22a.068,"future,",7,,,,
22a.068,wootii.,8,,,,
22a.069,"Heetneeni'P,",1,,,,
22a.069,ne'nii'nee'eestoonoo.,2,,,,
22a.070,Hiiwoonhehe',1,,,,
22a.070,woow,2,,,,
22a.070,noo'xooni',3,,,,
22a.070,woow.,4,,,,
22a.071,Nee'ei'ise'.,1,,,,
22a.072,"Netee,",1,,,,
22a.072,Heetneeneisei'towuune3enee.,2,,,,
22a.073,Niiwoo3oo3ooP,1,,,,
22a.073,niiwoon3oo3ooneetowoo,2,,,,
22a.073,heeneisinihii3einoo,3,,,,
22a.073,nebesiibehe'.,4,,,,
22a.074,I,1,,,,
22a.074,remember,2,,,,
22a.074,the,3,,,,
22a.074,things,4,,,,
22a.074,my,5,,,,
22a.074,grandfather,6,,,,
22a.074,told,7,,,,
22a.074,me.,8,,,,
22a.075,"Yeh,",1,,,,
22a.075,hi3oobeit,2,,,,
22a.075,nuhu'.,3,,,,
22a.076,Neeneisi3ecoonoo,1,,,,
22a.076,you,2,,,,
22a.076,know.,3,,,,
22a.077,heeneesiini,1,,,,
22a.077,"hiiwoonhehe',",2,,,,
22a.077,heesceecebiseenoo',3,,,,
22a.077,nuh'uuno.,4,,,,
22a.078,"Neeneyei3eibeenoo,",1,,,,
22a.078,hookoh,2,,,,
22a.078,neyeineeniiteheinoo,3,,,,
22a.078,nuhu',4,,,,
22a.078,hinono'eitiit.,5,,,,
22a.079,Teecxo',1,,,,
22a.079,he'ne'nee'eesiini.,2,,,,
22a.080,Wohei,1,,,,
22a.080,"nenee',",2,,,,
22a.080,hiiteto'oon,3,,,,
22a.080,Ed.,4,,,,
22a.081,wohei.,1,,,,
22a.082,Nuhu',1,,,,
22a.082,teebe,2,,,,
22a.082,tihcesisoo',3,,,,
22a.082,nii3P,4,,,,
22a.082,"nii3eitini',",5,,,,
22a.082,niiseenetini',6,,,,
22a.082,nuhu',7,,,,
22a.082,"nono'eiP,",8,,,,
22a.082,nono'eiP,9,,,,
22a.082,nono'einiihi';,10,,,,
22a.083,Teebe,1,,,,
22a.083,ceece3i3oo'.,2,,,,
22a.084,'oh,1,,,,
22a.084,"hoono',",2,,,,
22a.084,neih'oowP,3,,,,
22a.084,neih'oowP,4,,,,
22a.084,neih'oownee'eecxooyeih.,5,,,,
22a.085,Nehe',1,,,,
22a.085,niihencebkoohuutiit.,2,,,,
22a.086,Hei'towuuno',1,,,,
22a.086,"neihooweecxooyeih,",2,,,,
22a.086,neneeninoo.,3,,,,
22a.087,'oh,1,,,,
22a.087,hee'inow,2,,,,
22a.087,"nih'ii3einoo,",3,,,,
22a.088,Nuhu',1,,,,
22a.088,nii3eitino'.,2,,,,
22a.089,'oh,1,,,,
22a.089,neihoowunee'eecxooyeih.,2,,,,
22a.090,Wohei,1,,,,
22a.090,"neih'oowkouteneihi,",2,,,,
22a.090,wo'ei3,3,,,,
22a.090,neih'oowcih'owoo3no'us,4,,,,
22a.090,XXX,5,,,,
22a.090,huu3e'.,6,,,,
22a.091,Hetcihce'no'us,1,,,,
22a.091,nih'ii3einoo,2,,,,
22a.091,XXX.,3,,,,
22a.092,Nih'oo'eisee3i',1,,,,
22a.092,nuhu',2,,,,
22a.092,nono'eitiit.,3,,,,
22a.093,Woow,1,,,,
22a.093,nih'e'inowoo.,2,,,,
22a.094,Hoo3oo'o',1,,,,
22a.094,"nuhu',",2,,,,
22a.094,'oh,3,,,,
22a.094,"neihoowbise'in,",4,,,,
22a.094,you,5,,,,
22a.094,know.,6,,,,
22a.095,Hini',1,,,,
22a.095,nih'iisceeP,2,,,,
22a.095,cee'inoonoyoo';,3,,,,
22a.095,nihnoonottonou'u,4,,,,
22a.095,nuhu',5,,,,
22a.095,"beneexookee3i',",6,,,,
22a.096,howoo,1,,,,
22a.096,nihniistoonoo.,2,,,,
22a.096,NeihoowP,3,,,,
22a.096,neihoowbiseenet,4,,,,
22a.096,nuhu',5,,,,
22a.096,hinono'eitiit.,6,,,,
22a.097,yeah.,1,,,,
22a.098,niibeexuuni...,1,,,,
22a.098,noosouwooneihinoo,2,,,,
22a.098,neeneisi3ecoonoo.,3,,,,
22a.099,yeah.,1,,,,
22a.100,howoo,1,,,,
22a.100,nei3e'ee,2,,,,
22a.100,niiwo'teenoxoh'owoo,3,,,,
22a.100,hiiwoonhehe'.,4,,,,
22a.101,NiibeetP,1,,,,
22a.101,niibeetwooneihinoo.,2,,,,
22a.102,yeah.,1,,,,
22a.103,yeah.,1,,,,
22a.104,Toonhei'P,1,,,,
22a.104,niinoonousinenoo,2,,,,
22a.104,hee'inonP,3,,,,
22a.104,hinono'eitiit.,4,,,,
22a.105,HoP,1,,,,
22a.105,honouuneenoo'.,2,,,,
22a.106,"Yeah,",1,,,,
22a.106,honouuneenoo'.,2,,,,
22a.107,niiwoteikuu3einoo.,1,,,,
22a.108,"Hey,",1,,,,
22a.108,hiitootousinihiitoon,2,,,,
22a.108,nuh'uuno...,3,,,,
22a.109,Koohee'in,1,,,,
22a.109,nuhu',2,,,,
22a.109,wheel,3,,,,
22a.109,chair?,4,,,,
22a.109,HiitouP,5,,,,
22a.109,wheel,6,,,,
22a.109,"chair,",7,,,,
22a.109,neihoowoe'in,8,,,,
22a.109,nuhu',9,,,,
22a.109,wheelchair?,10,,,,
22a.110,'oh,1,,,,
22a.110,you,2,,,,
22a.110,koohee'in,3,,,,
22a.110,wheelchair?,4,,,,
22a.111,neihoowoe'in,1,,,,
22a.111,nuhu'.,2,,,,
22a.112,'oh,1,,,,
22a.112,neneenin.,2,,,,
22a.113,heeyou?,1,,,,
22a.114,wheelchair.,1,,,,
22a.115,kooP?,1,,,,
22a.116,koohee'in,1,,,,
22a.116,wheelchair.,2,,,,
22a.116,Hiitousinihiitoon.,3,,,,
22a.117,Niicooniitobeenoo.,1,,,,
22a.118,hiitousinihiitoon,1,,,,
22a.118,wheelchair?,2,,,,
22a.119,it's,1,,,,
22a.119,"uh,",2,,,,
22a.119,hoowooteihii,3,,,,
22a.119,3i'okuuP,4,,,,
22a.119,3i'okuutooo.,5,,,,
22a.120,ko'eino'ohtoo,1,,,,
22a.120,3i'okuutooo.,2,,,,
22a.121,"hoowooteihii,",1,,,,
22a.121,you,2,,,,
22a.121,"know,",3,,,,
22a.121,kind,4,,,,
22a.121,of,5,,,,
22a.121,a,6,,,,
22a.121,...,7,,,,
22a.122,hoowooteihii,1,,,,
22a.122,"3i'okuutooo,",2,,,,
22a.123,It's,1,,,,
22a.123,got,2,,,,
22a.123,wheels,3,,,,
22a.123,on,4,,,,
22a.123,it.,5,,,,
22a.124,"Chair,",1,,,,
22a.124,innit?,2,,,,
22a.125,hoowooteihii,1,,,,
22a.125,"3i'okuutooo,",2,,,,
22a.126,yeah.,1,,,,
22a.127,uhm-hmm.,1,,,,
22a.128,"hoowooteihii,",1,,,,
22a.128,that's,2,,,,
22a.128,somebody,3,,,,
22a.128,that's,4,,,,
22a.128,got,5,,,,
22a.128,"that,",6,,,,
22a.128,hi'in,7,,,,
22a.128,"crippled,",8,,,,
22a.128,you,9,,,,
22a.128,know.,10,,,,
22a.129,koocih'3owooteiht?,1,,,,
22a.130,"oh,",1,,,,
22a.130,hoowooteihii.,2,,,,
22a.131,"hinee,",1,,,,
22a.131,crutches,2,,,,
22a.131,you,3,,,,
22a.131,know?,4,,,,
22a.132,heeyou?,1,,,,
22a.133,hoowooteihii,1,,,,
22a.133,nih'iit.,2,,,,
22a.134,'oh,1,,,,
22a.134,hoowooP,2,,,,
22a.134,hoowooP,3,,,,
22a.134,hoowooteihii,4,,,,
22a.134,"3i'okuutooo,",5,,,,
22a.135,hoonii,1,,,,
22a.135,(?),2,,,,
22a.136,that's,1,,,,
22a.136,"uh,",2,,,,
22a.136,"that's,",3,,,,
22a.136,"uh,",4,,,,
22a.136,"chair,",5,,,,
22a.136,chair,6,,,,
22a.136,"nuhu',",7,,,,
22a.136,niit3i'oku3i',8,,,,
22a.136,hoowooteihi3i'.,9,,,,
22a.137,kookon,1,,,,
22a.137,"bi'eeneti',",2,,,,
22a.137,nih'iit.,3,,,,
22a.138,hee'inowoo.,1,,,,
22a.139,hookohuushee3kuu3ei'i3i'.,1,,,,
22a.140,neihoowoe'in.,1,,,,
22a.141,XXX.,1,,,,
22a.142,"noosouneeneistoono',",1,,,,
22a.142,me,2,,,,
22a.142,and,3,,,,
22a.142,Ed.,4,,,,
22a.143,heetce'eeckoohunoo.,1,,,,
22a.144,XXX,1,,,,
22a.144,uhh.,2,,,,
22a.145,heet[n]owoo3eenetin.,1,,,,
22a.146,Niinoononinihiinoo.,1,,,,
22a.147,Niinoonousineno',1,,,,
22a.147,howoh,2,,,,
22a.147,"Ed,",3,,,,
22a.147,sometimes,4,,,,
22a.147,we,5,,,,
22a.147,get,6,,,,
22a.147,"stuck,",7,,,,
22a.147,'innit,8,,,,
22a.147,Ed.,9,,,,
22a.147,We,10,,,,
22a.147,call,11,,,,
22a.147,"somebody,",12,,,,
22a.147,'innit?,13,,,,
22a.148,"Niiwo3onohowoo,",1,,,,
22a.148,'oh,2,,,,
22a.148,niicooneyeitiinoo.,3,,,,
22a.149,yeah.,1,,,,
22a.150,neihoowu3oobei,1,,,,
22a.150,hinono'einiihi'.,2,,,,
22a.151,wo'ei3,1,,,,
22a.151,XXX.,2,,,,
22a.152,noonousineno'.,1,,,,
22a.153,"Yeah,",1,,,,
22a.153,niinooP,2,,,,
22a.153,niinoonousineno'.,3,,,,
22a.154,niiso'P,1,,,,
22a.154,niiso'ohtee3i'.,2,,,,
22a.155,yeah.,1,,,,
22a.155,niiso'ohtee3i'.,2,,,,
22a.155,yeah.,3,,,,
22a.156,3i'okuutooo,1,,,,
22a.156,'innit?,2,,,,
22a.157,Wheelchair,1,,,,
22a.157,'innit?,2,,,,
22a.158,"Nihwo3onoho',",1,,,,
22a.158,'oh,2,,,,
22a.158,nihbiineinoo.,3,,,,
22a.159,It,1,,,,
22a.159,could,2,,,,
22a.159,be.,3,,,,
22a.160,"yeheihoo,",1,,,,
22a.160,"neihoowuneeninoo(?),",2,,,,
22a.160,nih'iit.,3,,,,
22a.160,"niicoonneyeitiinoo,",4,,,,
22a.160,he,5,,,,
22a.160,said.,6,,,,
22a.161,wootii...,1,,,,
22a.162,"niiso'ohteet,",1,,,,
22a.162,wootii,2,,,,
22a.162,nuhu',3,,,,
22a.163,Hinono'eiheenetinoo.,1,,,,
22a.164,niinkoohu3i',1,,,,
22a.164,nuhu',2,,,,
22a.164,"tei'yoonoh'o',",3,,,,
22a.164,niiso'ohtee3i'.,4,,,,
22a.165,"neihoowuni'P,",1,,,,
22a.165,nih'iit.,2,,,,
22a.166,XXX,1,,,,
22a.166,"neihoowuni'P,",2,,,,
22a.166,nih'iit.,3,,,,
22a.167,cenceno3eino'.,1,,,,
22a.168,yeah.,1,,,,
22a.169,ceee3i'.,1,,,,
22a.170,howoo,1,,,,
22a.170,niico'onniiteheiwo',2,,,,
22a.170,neh'eeno,3,,,,
22a.170,niitneyei3eibeet.,4,,,,
22a.171,yeah.,1,,,,
22a.172,nih'oo3ouniihi',1,,,,
22a.172,wo'ei3,2,,,,
22a.172,hinono'einiihi'.,3,,,,
22a.173,niiwo3onoho',1,,,,
22a.173,nuhu',2,,,,
22a.173,"hinono'einiihi',",3,,,,
22a.173,‘oh,4,,,,
22a.173,nuhu',5,,,,
22a.173,hinono'einiihi'.,6,,,,
22a.174,'oh,1,,,,
22a.174,no'oteiht,2,,,,
22a.174,neneenit.,3,,,,
22a.174,hee'inono'.,4,,,,
22a.175,Niiniiteheiwo'.,1,,,,
22a.176,Woow,1,,,,
22a.176,niixoo,2,,,,
22a.176,niibeeteene'inowoo,3,,,,
22a.176,nuhu'.,4,,,,
22a.177,NeihoowP,1,,,,
22a.177,neihoowP,2,,,,
22a.177,neihoowoe'inonoo[no'],3,,,,
22a.177,"hoo3oo'o',",4,,,,
22a.177,nuhu',5,,,,
22a.177,niisiitenou'u.,6,,,,
22a.178,Ne'nii'nihnottono',1,,,,
22a.178,nuhu',2,,,,
22a.178,"beneexookee3i',",3,,,,
22a.178,hiseino',4,,,,
22a.178,wo'ei3,5,,,,
22a.178,hinenno'.,6,,,,
22a.179,yeah.,1,,,,
22a.179,Nenee3i',2,,,,
22a.179,niinei'inou'u,3,,,,
22a.179,"hi3oowuuni,",4,,,,
22a.179,'oh...,5,,,,
22a.180,heetce'eeckoohunoo.,1,,,,
22a.181,hini',1,,,,
22a.181,hini',2,,,,
22a.181,hini',3,,,,
22a.181,"beneexookee3i',",4,,,,
22a.182,nuhu',1,,,,
22a.182,teesbeexP,2,,,,
22a.182,beeP,3,,,,
22a.182,"beexookee3i',",4,,,,
22a.182,"wootii,",5,,,,
22a.182,"yeah,",6,,,,
22a.182,yeah,7,,,,
22a.183,yeah.,1,,,,
22a.184,yeah.,1,,,,
22a.185,hini'...,1,,,,
22a.186,"teesbeexookee3i',",1,,,,
22a.186,"niinei'inou'u,",2,,,,
22a.186,niinei'inou'u.,3,,,,
22a.187,niinei'inou'u,1,,,,
22a.188,Niini'P,1,,,,
22a.188,niini'P,2,,,,
22a.188,niini'inihii-3i',3,,,,
22a.188,you,4,,,,
22a.188,know.,5,,,,
22a.188,Neenei3oowunihii3i'.,6,,,,
22a.189,teesbeexookeet,1,,,,
22a.190,teesbeexookeet,1,,,,
22a.191,heeyou?,1,,,,
22a.192,"80,",1,,,,
22a.192,90.,2,,,,
22a.193,91,1,,,,
22a.193,years,2,,,,
22a.193,old.,3,,,,
22a.194,old.,1,,,,
22a.195,older,1,,,,
22a.195,person.,2,,,,
22a.196,yeah.,1,,,,
22a.197,older,1,,,,
22a.197,than,2,,,,
22a.197,us.,3,,,,
22a.198,beh'iihehi',1,,,,
22a.198,wo'ei3,2,,,,
22a.198,beP,3,,,,
22a.199,we're,1,,,,
22a.199,in,2,,,,
22a.199,our,3,,,,
22a.199,"sixties,",4,,,,
22a.199,but,5,,,,
22a.199,older,6,,,,
22a.199,than,7,,,,
22a.199,"us,",8,,,,
22a.199,there's,9,,,,
22a.199,a,10,,,,
22a.199,lot,11,,,,
22a.199,of,12,,,,
22a.199,them,13,,,,
22a.199,olderthan,14,,,,
22a.199,us.,15,,,,
22a.200,beh'iihehi',1,,,,
22a.200,wo'ei3,2,,,,
22a.200,betebihehi'.,3,,,,
22a.201,"Leonard,",1,,,,
22a.201,"Allie,",2,,,,
22a.201,you,3,,,,
22a.201,know,4,,,,
22a.201,"the,",5,,,,
22a.201,"this,",6,,,,
22a.201,there's,7,,,,
22a.201,some,8,,,,
22a.201,older,9,,,,
22a.201,"than,",10,,,,
22a.201,that'sthe,11,,,,
22a.201,ones.,12,,,,
22a.202,"neene'iyei'i3i',",1,,,,
22a.202,'oh,2,,,,
22a.202,hoownottoneihino',3,,,,
22a.202,you,4,,,,
22a.202,know.,5,,,,
22a.203,yeah.,1,,,,
22a.204,tesbeh'eihehi',1,,,,
22a.205,yeah.,1,,,,
22a.206,nuhu',1,,,,
22a.206,"beh'eihoho',",2,,,,
22a.206,beh'eihoho'.,3,,,,
22a.207,beh'eihoho'.,1,,,,
22a.208,"beh'eihoho',",1,,,,
22a.208,beh'eihoho'.,2,,,,
22a.209,beh'eihoho'.,1,,,,
22a.210,You...Are,1,,,,
22a.210,you,2,,,,
22a.210,two,3,,,,
22a.210,married?,4,,,,
22a.211,Forever.,1,,,,
22a.212,Forever.,1,,,,
22a.213,neniisP,1,,,,
22a.213,neniisneniini',2,,,,
22a.213,'innit,3,,,,
22a.213,say,4,,,,
22a.213,"it,",5,,,,
22a.213,say,6,,,,
22a.213,it.,7,,,,
22a.214,yeah.,1,,,,
22a.215,"neniisneniini',",1,,,,
22a.215,yeah.,2,,,,
22a.216,yeah.,1,,,,
22a.217,XXX,1,,,,
22a.217,"neniisneniini',",2,,,,
22a.217,yeah.,3,,,,
22a.218,XXX.,1,,,,
22a.219,"married,",1,,,,
22a.219,neniisneniini'.,2,,,,
22a.220,kou3iihi'.,1,,,,
22a.221,nooxeihi',1,,,,
22a.221,"uhh,",2,,,,
22a.221,hei'towuunin(?).,3,,,,
22a.222,nooxeihi'.,1,,,,
22a.223,wo'ei3,1,,,,
22a.223,touwo'oo.,2,,,,
22a.224,I,1,,,,
22a.224,can't,2,,,,
22a.224,think,3,,,,
22a.224,of,4,,,,
22a.224,anything.,5,,,,
22a.225,yeah.,1,,,,
22a.226,niicoonkookokoh'u3ecoonoo,1,,,,
22a.227,niibeetheesinihiinoo.,1,,,,
22a.228,Niicoonbi'P,1,,,,
22a.228,Niicoonbeebii'eeneetowoo.,2,,,,
22a.229,ho'onookuu,1,,,,
22a.229,"wo3onohoe,",2,,,,
22a.229,heetce'neyeitiinoo.,3,,,,
22a.230,I,1,,,,
22a.230,done,2,,,,
22a.230,"that,",3,,,,
22a.230,heeti3o'.,4,,,,
22a.231,heetihwonneyeitiinoo.,1,,,,
22a.232,Heesiitousinihiitoon?,1,,,,
22a.233,huh?,1,,,,
22a.234,you,1,,,,
22a.234,get,2,,,,
22a.234,"shy,",3,,,,
22a.234,you,4,,,,
22a.234,know,5,,,,
22a.234,better,6,,,,
22a.234,than,7,,,,
22a.234,to,8,,,,
22a.234,talk,9,,,,
22a.234,about,10,,,,
22a.234,people.,11,,,,
22a.235,NiiP,1,,,,
22a.235,niihoto3inoo'ootiini',2,,,,
22a.235,'innit?,3,,,,
22a.236,koonee'eesoo,1,,,,
22a.236,Ed?,2,,,,
22a.237,yeah.,1,,,,
22a.238,"Yeah,",1,,,,
22a.238,"hoto3inoo'ootiini',",2,,,,
22a.238,they,3,,,,
22a.238,used,4,,,,
22a.238,to,5,,,,
22a.238,say.,6,,,,
22a.239,hoonoti3P,1,,,,
22a.239,hoti3P,2,,,,
22a.239,hoto3inoo'ootiini'.,3,,,,
22a.240,yeah.,1,,,,
22a.241,"May,",1,,,,
22a.241,uhm,2,,,,
22a.241,May,3,,,,
